"shot_id","shot_made_flag"
1,0.390368371656499
8,0.390368371656499
17,0.570542635658915
20,0.570542635658915
33,0.390368371656499
34,0.390368371656499
35,0.570542635658915
36,0.570542635658915
37,0.570542635658915
38,0.390368371656499
45,0.570542635658915
50,0.390368371656499
55,0.390368371656499
60,0.390368371656499
66,0.390368371656499
67,0.390368371656499
71,0.390368371656499
80,0.390368371656499
85,0.390368371656499
86,0.390368371656499
95,0.390368371656499
104,0.390368371656499
113,0.390368371656499
123,0.390368371656499
126,0.390368371656499
133,0.570542635658915
141,0.390368371656499
144,0.390368371656499
150,0.570542635658915
152,0.390368371656499
153,0.570542635658915
156,0.390368371656499
159,0.911851126346719
165,0.911851126346719
172,0.390368371656499
182,0.911851126346719
192,0.390368371656499
193,0.570542635658915
196,0.390368371656499
202,0.390368371656499
210,0.390368371656499
211,0.390368371656499
228,0.911851126346719
257,0.390368371656499
260,0.390368371656499
264,0.390368371656499
267,0.390368371656499
279,0.911851126346719
282,0.390368371656499
293,0.390368371656499
299,0.390368371656499
300,0.390368371656499
301,0.390368371656499
317,0.390368371656499
327,0.390368371656499
328,0.390368371656499
335,0.570542635658915
346,0.390368371656499
348,0.390368371656499
365,0.390368371656499
390,0.570542635658915
391,0.570542635658915
392,0.390368371656499
397,0.390368371656499
418,0.390368371656499
428,0.390368371656499
434,0.390368371656499
439,0.570542635658915
440,0.390368371656499
456,0.390368371656499
459,0.390368371656499
472,0.390368371656499
480,0.390368371656499
491,0.390368371656499
497,0.390368371656499
509,0.390368371656499
511,0.390368371656499
523,0.390368371656499
533,0.390368371656499
544,0.570542635658915
546,0.390368371656499
555,0.570542635658915
558,0.390368371656499
560,0.390368371656499
573,0.390368371656499
591,0.390368371656499
596,0.390368371656499
597,0.390368371656499
601,0.390368371656499
605,0.390368371656499
617,0.390368371656499
628,0.390368371656499
634,0.390368371656499
646,0.390368371656499
649,0.390368371656499
651,0.570542635658915
654,0.911851126346719
656,0.570542635658915
657,0.390368371656499
669,0.390368371656499
670,0.911851126346719
693,0.390368371656499
694,0.390368371656499
699,0.390368371656499
711,0.390368371656499
718,0.390368371656499
722,0.390368371656499
723,0.390368371656499
725,0.390368371656499
734,0.390368371656499
735,0.570542635658915
737,0.390368371656499
746,0.390368371656499
747,0.390368371656499
766,0.390368371656499
767,0.390368371656499
771,0.390368371656499
773,0.390368371656499
774,0.390368371656499
783,0.390368371656499
784,0.390368371656499
789,0.390368371656499
792,0.390368371656499
804,0.390368371656499
809,0.390368371656499
812,0.390368371656499
813,0.390368371656499
817,0.390368371656499
820,0.390368371656499
825,0.390368371656499
826,0.390368371656499
829,0.390368371656499
855,0.390368371656499
859,0.570542635658915
862,0.390368371656499
870,0.390368371656499
876,0.390368371656499
880,0.390368371656499
886,0.911851126346719
889,0.390368371656499
891,0.570542635658915
897,0.911851126346719
902,0.390368371656499
903,0.390368371656499
908,0.390368371656499
909,0.390368371656499
920,0.390368371656499
922,0.390368371656499
924,0.390368371656499
932,0.390368371656499
934,0.390368371656499
937,0.390368371656499
941,0.390368371656499
943,0.390368371656499
950,0.390368371656499
952,0.390368371656499
954,0.911851126346719
963,0.390368371656499
975,0.390368371656499
979,0.390368371656499
981,0.390368371656499
983,0.390368371656499
985,0.570542635658915
989,0.570542635658915
995,0.390368371656499
998,0.570542635658915
1008,0.390368371656499
1019,0.570542635658915
1023,0.390368371656499
1026,0.390368371656499
1029,0.390368371656499
1034,0.390368371656499
1036,0.390368371656499
1038,0.390368371656499
1039,0.390368371656499
1051,0.390368371656499
1052,0.390368371656499
1066,0.390368371656499
1087,0.390368371656499
1092,0.390368371656499
1094,0.390368371656499
1098,0.390368371656499
1099,0.390368371656499
1102,0.390368371656499
1118,0.390368371656499
1131,0.390368371656499
1133,0.570542635658915
1135,0.911851126346719
1138,0.570542635658915
1139,0.911851126346719
1142,0.390368371656499
1151,0.570542635658915
1152,0.390368371656499
1155,0.570542635658915
1165,0.390368371656499
1167,0.911851126346719
1172,0.570542635658915
1174,0.390368371656499
1180,0.570542635658915
1200,0.390368371656499
1202,0.390368371656499
1227,0.390368371656499
1228,0.570542635658915
1229,0.390368371656499
1237,0.570542635658915
1241,0.390368371656499
1256,0.390368371656499
